Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
BIO0227,BioEnergy Kolhapur 227,Kolhapur,5588,0.87,0.85,4.76
SOL1003,Solar Project Amravati 1003,Amravati,8466,0.87,0.78,6.64
SOL1004,Solar Project Pune 1004,Pune,7922,0.9,0.83,6.57
HYDRO0296,Hydro Station Nashik 296,Nashik,9904,0.79,0.85,8.4
BIO0228,BioEnergy Sangli 228,Sangli,3256,0.92,0.88,2.86
WIND0442,Wind Farm Solapur 442,Solapur,12003,0.77,0.79,9.46
SOL1005,Solar Project Pune 1005,Pune,8861,0.8,0.79,7.01
HYDRO0297,Hydro Station Kolhapur 297,Kolhapur,8677,0.73,0.81,7.05
WIND0443,Wind Farm Nashik 443,Nashik,10078,0.77,0.84,8.46
SOL1006,Solar Project Mumbai 1006,Mumbai,7433,0.95,0.82,6.11
SOL1007,Solar Project Latur 1007,Latur,10045,0.81,0.79,7.98
BIO0229,BioEnergy Pune 229,Pune,4166,0.92,0.87,3.63
WIND0444,Wind Farm Ratnagiri 444,Ratnagiri,13075,0.73,0.8,10.52
WIND0445,Wind Farm Solapur 445,Solapur,12996,0.79,0.82,10.69
BIO0230,BioEnergy Pune 230,Pune,4002,0.88,0.86,3.45
SOL1008,Solar Project Solapur 1008,Solapur,7659,0.89,0.83,6.37
HYDRO0298,Hydro Station Kolhapur 298,Kolhapur,10283,0.76,0.81,8.34
WIND0446,Wind Farm Kolhapur 446,Kolhapur,12568,0.74,0.78,9.76
WIND0447,Wind Farm Mumbai 447,Mumbai,10997,0.72,0.8,8.81
BIO0231,BioEnergy Sangli 231,Sangli,3160,0.88,0.86,2.71
WIND0448,Wind Farm Nashik 448,Nashik,13332,0.71,0.77,10.27
SOL1009,Solar Project Thane 1009,Thane,6482,0.8,0.8,5.16
SOL1010,Solar Project Latur 1010,Latur,9733,0.8,0.81,7.9
SOL1011,Solar Project Kolhapur 1011,Kolhapur,10549,0.89,0.76,7.99
SOL1012,Solar Project Solapur 1012,Solapur,7334,0.87,0.82,6.04
BIO0232,BioEnergy Pune 232,Pune,4506,0.86,0.88,3.95
HYDRO0299,Hydro Station Kolhapur 299,Kolhapur,7868,0.78,0.8,6.31
SOL1013,Solar Project Amravati 1013,Amravati,9560,0.9,0.84,8.07
BIO0233,BioEnergy Nashik 233,Nashik,4550,0.84,0.85,3.87
HYDRO0300,Hydro Station Pune 300,Pune,10655,0.76,0.81,8.58
SOL1014,Solar Project Satara 1014,Satara,9854,0.82,0.84,8.25
SOL1015,Solar Project Nanded 1015,Nanded,9738,0.76,0.83,8.06
BIO0234,BioEnergy Nashik 234,Nashik,5020,0.89,0.85,4.27
SOL1016,Solar Project Solapur 1016,Solapur,7044,0.82,0.77,5.43
BIO0235,BioEnergy Sangli 235,Sangli,6832,0.83,0.85,5.83
HYDRO0301,Hydro Station Satara 301,Satara,7548,0.77,0.81,6.09
FOR0190,Afforestation Mumbai 190,Mumbai,0,0.74,0.7,12.09
SOL1017,Solar Project Mumbai 1017,Mumbai,5186,0.92,0.82,4.25
HYDRO0302,Hydro Station Satara 302,Satara,9371,0.73,0.82,7.73
FOR0191,Afforestation Kolhapur 191,Kolhapur,0,0.74,0.7,12.24
SOL1018,Solar Project Amravati 1018,Amravati,10904,0.84,0.82,8.99
BIO0236,BioEnergy Nashik 236,Nashik,4041,0.89,0.87,3.51
SOL1019,Solar Project Thane 1019,Thane,8357,0.92,0.77,6.46
BIO0237,BioEnergy Nashik 237,Nashik,4513,0.82,0.89,4.02
SOL1020,Solar Project Pune 1020,Pune,7130,0.91,0.79,5.67
WIND0449,Wind Farm Ahmednagar 449,Ahmednagar,10144,0.76,0.81,8.25
SOL1021,Solar Project Nashik 1021,Nashik,11304,0.82,0.85,9.63
HYDRO0303,Hydro Station Aurangabad 303,Aurangabad,8620,0.76,0.81,7.02
BIO0238,BioEnergy Nashik 238,Nashik,4346,0.89,0.84,3.67
WIND0450,Wind Farm Satara 450,Satara,12599,0.83,0.8,10.14
SOL1022,Solar Project Aurangabad 1022,Aurangabad,11645,0.78,0.82,9.52
SOL1023,Solar Project Kolhapur 1023,Kolhapur,10164,0.86,0.77,7.86
FOR0192,Afforestation Thane 192,Thane,0,0.67,0.7,10.61
SOL1024,Solar Project Aurangabad 1024,Aurangabad,10959,0.84,0.81,8.92
SOL1025,Solar Project Amravati 1025,Amravati,6306,0.85,0.8,5.05
WIND0451,Wind Farm Ratnagiri 451,Ratnagiri,13345,0.72,0.78,10.38
HYDRO0304,Hydro Station Aurangabad 304,Aurangabad,8796,0.73,0.8,7.05
BIO0239,BioEnergy Pune 239,Pune,3940,0.91,0.87,3.44
SOL1026,Solar Project Satara 1026,Satara,8426,0.84,0.79,6.66
HYDRO0305,Hydro Station Pune 305,Pune,8037,0.79,0.78,6.3
SOL1027,Solar Project Mumbai 1027,Mumbai,8397,0.89,0.8,6.71
FOR0193,Afforestation Mumbai 193,Mumbai,0,0.75,0.7,12.28
BIO0240,BioEnergy Jalgaon 240,Jalgaon,4082,0.95,0.84,3.42
FOR0194,Afforestation Pune 194,Pune,0,0.69,0.7,13.92
SOL1028,Solar Project Latur 1028,Latur,7532,0.87,0.8,6.05
BIO0241,BioEnergy Jalgaon 241,Jalgaon,5085,0.92,0.87,4.42
HYDRO0306,Hydro Station Kolhapur 306,Kolhapur,9690,0.74,0.78,7.57
SOL1029,Solar Project Pune 1029,Pune,10448,0.89,0.8,8.32
FOR0195,Afforestation Thane 195,Thane,0,0.77,0.7,11.63
SOL1030,Solar Project Nagpur 1030,Nagpur,10088,0.87,0.77,7.81
FOR0196,Afforestation Thane 196,Thane,0,0.76,0.7,8.71
WIND0452,Wind Farm Ahmednagar 452,Ahmednagar,13002,0.83,0.78,10.18
BIO0242,BioEnergy Sangli 242,Sangli,2727,0.92,0.88,2.41
SOL1031,Solar Project Nagpur 1031,Nagpur,7054,0.85,0.82,5.79
WIND0453,Wind Farm Nashik 453,Nashik,12014,0.76,0.8,9.64
HYDRO0307,Hydro Station Satara 307,Satara,10981,0.75,0.81,8.9
SOL1032,Solar Project Satara 1032,Satara,10004,0.76,0.83,8.3
SOL1033,Solar Project Nagpur 1033,Nagpur,9518,0.85,0.8,7.62
HYDRO0308,Hydro Station Satara 308,Satara,4178,0.67,0.82,3.43
SOL1034,Solar Project Aurangabad 1034,Aurangabad,8864,0.78,0.81,7.17
SOL1035,Solar Project Pune 1035,Pune,11994,0.88,0.8,9.61
SOL1036,Solar Project Thane 1036,Thane,7944,0.8,0.84,6.69
WIND0454,Wind Farm Ratnagiri 454,Ratnagiri,14625,0.74,0.81,11.78
FOR0197,Afforestation Kolhapur 197,Kolhapur,0,0.65,0.7,8.87
WIND0455,Wind Farm Satara 455,Satara,14276,0.82,0.81,11.6
FOR0198,Afforestation Mumbai 198,Mumbai,0,0.68,0.7,9.95
SOL1037,Solar Project Latur 1037,Latur,12285,0.91,0.78,9.56
SOL1038,Solar Project Aurangabad 1038,Aurangabad,9660,0.83,0.82,7.91
FOR0199,Afforestation Ratnagiri 199,Ratnagiri,0,0.75,0.7,9.19
WIND0456,Wind Farm Pune 456,Pune,13189,0.68,0.8,10.51
SOL1039,Solar Project Pune 1039,Pune,11291,0.76,0.78,8.8
FOR0200,Afforestation Pune 200,Pune,0,0.7,0.7,11.36
SOL1040,Solar Project Nanded 1040,Nanded,8825,0.76,0.83,7.33
WIND0457,Wind Farm Ratnagiri 457,Ratnagiri,12011,0.79,0.85,10.16
SOL1041,Solar Project Aurangabad 1041,Aurangabad,7353,0.79,0.84,6.15
SOL1042,Solar Project Satara 1042,Satara,8408,0.85,0.79,6.66
FOR0201,Afforestation Pune 201,Pune,0,0.61,0.7,10.4
SOL1043,Solar Project Amravati 1043,Amravati,7824,0.86,0.82,6.42
HYDRO0309,Hydro Station Aurangabad 309,Aurangabad,6534,0.77,0.79,5.13
FOR0202,Afforestation Pune 202,Pune,0,0.74,0.7,13.0
SOL1044,Solar Project Thane 1044,Thane,7421,0.9,0.8,5.95
FOR0203,Afforestation Ratnagiri 203,Ratnagiri,0,0.71,0.7,10.29
WIND0458,Wind Farm Ratnagiri 458,Ratnagiri,12817,0.68,0.81,10.43
BIO0243,BioEnergy Pune 243,Pune,4258,0.85,0.85,3.6
WIND0459,Wind Farm Mumbai 459,Mumbai,14229,0.7,0.82,11.62
BIO0244,BioEnergy Sangli 244,Sangli,6169,0.87,0.86,5.32
SOL1045,Solar Project Thane 1045,Thane,10193,0.86,0.85,8.63
FOR0204,Afforestation Pune 204,Pune,0,0.7,0.7,6.0
SOL1046,Solar Project Pune 1046,Pune,7565,0.85,0.81,6.14
HYDRO0310,Hydro Station Satara 310,Satara,10233,0.76,0.83,8.46
BIO0245,BioEnergy Nashik 245,Nashik,4842,0.93,0.87,4.22
SOL1047,Solar Project Nashik 1047,Nashik,12952,0.96,0.78,10.13
WIND0460,Wind Farm Sindhudurg 460,Sindhudurg,13978,0.79,0.82,11.42
SOL1048,Solar Project Solapur 1048,Solapur,9361,0.8,0.8,7.47
FOR0205,Afforestation Mumbai 205,Mumbai,0,0.75,0.7,11.24
SOL1049,Solar Project Aurangabad 1049,Aurangabad,8688,0.91,0.78,6.77
WIND0461,Wind Farm Kolhapur 461,Kolhapur,13430,0.74,0.81,10.87
SOL1050,Solar Project Solapur 1050,Solapur,6975,0.82,0.82,5.74
WIND0462,Wind Farm Pune 462,Pune,11735,0.77,0.79,9.26
SOL1051,Solar Project Solapur 1051,Solapur,9229,0.85,0.79,7.27
BIO0246,BioEnergy Kolhapur 246,Kolhapur,5730,0.86,0.88,5.03
SOL1052,Solar Project Pune 1052,Pune,4029,0.8,0.79,3.2
HYDRO0311,Hydro Station Aurangabad 311,Aurangabad,8510,0.74,0.84,7.14
WIND0463,Wind Farm Solapur 463,Solapur,12733,0.69,0.84,10.71
HYDRO0312,Hydro Station Kolhapur 312,Kolhapur,10971,0.77,0.83,9.07
WIND0464,Wind Farm Solapur 464,Solapur,11679,0.69,0.8,9.36
BIO0247,BioEnergy Pune 247,Pune,4114,0.86,0.87,3.59
SOL1053,Solar Project Kolhapur 1053,Kolhapur,9559,0.91,0.81,7.78
HYDRO0313,Hydro Station Pune 313,Pune,5782,0.81,0.81,4.71
BIO0248,BioEnergy Jalgaon 248,Jalgaon,3054,0.85,0.88,2.7
FOR0206,Afforestation Thane 206,Thane,0,0.74,0.7,10.67
SOL1054,Solar Project Kolhapur 1054,Kolhapur,5603,0.78,0.79,4.43
SOL1055,Solar Project Nanded 1055,Nanded,6903,0.79,0.76,5.25
FOR0207,Afforestation Nashik 207,Nashik,0,0.69,0.7,11.93
SOL1056,Solar Project Nashik 1056,Nashik,8829,0.79,0.8,7.02
SOL1057,Solar Project Satara 1057,Satara,8090,0.86,0.79,6.42
WIND0465,Wind Farm Nashik 465,Nashik,11824,0.81,0.81,9.61
SOL1058,Solar Project Nagpur 1058,Nagpur,11192,0.93,0.78,8.74
SOL1059,Solar Project Satara 1059,Satara,10804,0.9,0.84,9.05
BIO0249,BioEnergy Kolhapur 249,Kolhapur,3906,0.86,0.88,3.45
WIND0466,Wind Farm Nashik 466,Nashik,14870,0.79,0.82,12.14
WIND0467,Wind Farm Ratnagiri 467,Ratnagiri,10500,0.66,0.83,8.73
HYDRO0314,Hydro Station Aurangabad 314,Aurangabad,10715,0.74,0.81,8.7
WIND0468,Wind Farm Mumbai 468,Mumbai,11986,0.9,0.81,9.72
SOL1060,Solar Project Nanded 1060,Nanded,5057,0.85,0.8,4.04
SOL1061,Solar Project Satara 1061,Satara,11148,0.83,0.84,9.35
WIND0469,Wind Farm Kolhapur 469,Kolhapur,14066,0.63,0.81,11.33
SOL1062,Solar Project Nashik 1062,Nashik,7865,0.94,0.85,6.69
SOL1063,Solar Project Kolhapur 1063,Kolhapur,12662,0.73,0.8,10.1
BIO0250,BioEnergy Jalgaon 250,Jalgaon,5441,0.89,0.84,4.58
FOR0208,Afforestation Mumbai 208,Mumbai,0,0.66,0.7,10.63
WIND0470,Wind Farm Kolhapur 470,Kolhapur,14565,0.79,0.8,11.61
SOL1064,Solar Project Thane 1064,Thane,7016,0.97,0.8,5.61
SOL1065,Solar Project Kolhapur 1065,Kolhapur,8027,0.85,0.81,6.51
HYDRO0315,Hydro Station Aurangabad 315,Aurangabad,8165,0.76,0.8,6.56
SOL1066,Solar Project Satara 1066,Satara,7841,0.92,0.83,6.53
FOR0209,Afforestation Kolhapur 209,Kolhapur,0,0.73,0.7,8.85
SOL1067,Solar Project Amravati 1067,Amravati,7576,0.86,0.78,5.89
SOL1068,Solar Project Kolhapur 1068,Kolhapur,9069,0.93,0.83,7.53
HYDRO0316,Hydro Station Kolhapur 316,Kolhapur,9316,0.75,0.78,7.26
WIND0471,Wind Farm Ahmednagar 471,Ahmednagar,12370,0.8,0.8,9.94
HYDRO0317,Hydro Station Nagpur 317,Nagpur,11335,0.72,0.79,8.99
HYDRO0318,Hydro Station Kolhapur 318,Kolhapur,11001,0.72,0.78,8.61
BIO0251,BioEnergy Jalgaon 251,Jalgaon,5029,0.85,0.9,4.51
HYDRO0319,Hydro Station Aurangabad 319,Aurangabad,6749,0.82,0.82,5.54
SOL1069,Solar Project Mumbai 1069,Mumbai,5965,0.81,0.8,4.77
HYDRO0320,Hydro Station Satara 320,Satara,10073,0.72,0.82,8.25
BIO0252,BioEnergy Pune 252,Pune,3627,0.88,0.83,3.01
SOL1070,Solar Project Nagpur 1070,Nagpur,12401,0.88,0.85,10.54
SOL1071,Solar Project Pune 1071,Pune,7303,0.85,0.82,5.97
SOL1072,Solar Project Solapur 1072,Solapur,11213,0.86,0.82,9.21
FOR0210,Afforestation Ratnagiri 210,Ratnagiri,0,0.69,0.7,8.85
SOL1073,Solar Project Nagpur 1073,Nagpur,7656,0.79,0.82,6.27
SOL1074,Solar Project Solapur 1074,Solapur,12242,0.87,0.84,10.29
SOL1075,Solar Project Latur 1075,Latur,9735,0.8,0.81,7.89
SOL1076,Solar Project Mumbai 1076,Mumbai,8419,0.85,0.81,6.78
SOL1077,Solar Project Satara 1077,Satara,8544,0.88,0.83,7.1
HYDRO0321,Hydro Station Kolhapur 321,Kolhapur,8296,0.71,0.82,6.78
SOL1078,Solar Project Satara 1078,Satara,6920,0.77,0.8,5.54
FOR0211,Afforestation Nashik 211,Nashik,0,0.69,0.7,12.54
WIND0472,Wind Farm Ahmednagar 472,Ahmednagar,11180,0.72,0.76,8.55
SOL1079,Solar Project Aurangabad 1079,Aurangabad,10428,0.92,0.8,8.35
SOL1080,Solar Project Satara 1080,Satara,8270,0.83,0.8,6.6
WIND0473,Wind Farm Solapur 473,Solapur,9346,0.72,0.79,7.41
HYDRO0322,Hydro Station Kolhapur 322,Kolhapur,8499,0.69,0.81,6.88
HYDRO0323,Hydro Station Kolhapur 323,Kolhapur,13234,0.74,0.85,11.19
SOL1081,Solar Project Satara 1081,Satara,5082,0.82,0.82,4.16
WIND0474,Wind Farm Ahmednagar 474,Ahmednagar,12398,0.7,0.82,10.2
SOL1082,Solar Project Mumbai 1082,Mumbai,11833,0.86,0.81,9.54
FOR0212,Afforestation Kolhapur 212,Kolhapur,0,0.68,0.7,8.56
SOL1083,Solar Project Solapur 1083,Solapur,10028,0.81,0.8,8.07
SOL1084,Solar Project Kolhapur 1084,Kolhapur,6613,0.76,0.83,5.49
FOR0213,Afforestation Pune 213,Pune,0,0.65,0.7,11.34
WIND0475,Wind Farm Solapur 475,Solapur,10373,0.86,0.81,8.37
SOL1085,Solar Project Pune 1085,Pune,6673,0.85,0.79,5.24
WIND0476,Wind Farm Solapur 476,Solapur,13390,0.8,0.8,10.75
SOL1086,Solar Project Aurangabad 1086,Aurangabad,7289,0.88,0.83,6.08
WIND0477,Wind Farm Pune 477,Pune,14785,0.72,0.84,12.36
SOL1087,Solar Project Nanded 1087,Nanded,9244,0.84,0.83,7.65
SOL1088,Solar Project Solapur 1088,Solapur,14203,0.92,0.81,11.57
SOL1089,Solar Project Mumbai 1089,Mumbai,10532,0.91,0.81,8.53
HYDRO0324,Hydro Station Satara 324,Satara,7159,0.71,0.81,5.83
SOL1090,Solar Project Aurangabad 1090,Aurangabad,13234,0.71,0.8,10.59
SOL1091,Solar Project Pune 1091,Pune,11909,0.94,0.82,9.78
BIO0253,BioEnergy Sangli 253,Sangli,5118,0.83,0.87,4.46
SOL1092,Solar Project Thane 1092,Thane,8999,0.91,0.84,7.56
SOL1093,Solar Project Aurangabad 1093,Aurangabad,5985,0.87,0.81,4.88
SOL1094,Solar Project Solapur 1094,Solapur,7318,0.75,0.86,6.26
BIO0254,BioEnergy Sangli 254,Sangli,4802,0.89,0.87,4.16
WIND0478,Wind Farm Ahmednagar 478,Ahmednagar,14542,0.68,0.81,11.79
FOR0214,Afforestation Kolhapur 214,Kolhapur,0,0.67,0.7,11.84
SOL1095,Solar Project Satara 1095,Satara,10337,0.94,0.82,8.46
SOL1096,Solar Project Satara 1096,Satara,6531,0.82,0.77,5.05
SOL1097,Solar Project Amravati 1097,Amravati,10021,0.93,0.76,7.64
FOR0215,Afforestation Mumbai 215,Mumbai,0,0.77,0.7,8.25
HYDRO0325,Hydro Station Kolhapur 325,Kolhapur,10104,0.71,0.79,8.03
WIND0479,Wind Farm Satara 479,Satara,13253,0.78,0.79,10.53
SOL1098,Solar Project Mumbai 1098,Mumbai,8814,0.81,0.83,7.27
SOL1099,Solar Project Mumbai 1099,Mumbai,8452,0.81,0.81,6.85
SOL1100,Solar Project Mumbai 1100,Mumbai,14364,0.82,0.84,12.0
BIO0255,BioEnergy Pune 255,Pune,5012,0.89,0.85,4.28
BIO0256,BioEnergy Sangli 256,Sangli,3960,0.87,0.9,3.56
HYDRO0326,Hydro Station Kolhapur 326,Kolhapur,11223,0.75,0.81,9.06
HYDRO0327,Hydro Station Aurangabad 327,Aurangabad,10134,0.75,0.83,8.42
FOR0216,Afforestation Thane 216,Thane,0,0.71,0.7,11.51
SOL1101,Solar Project Nashik 1101,Nashik,7908,0.82,0.79,6.27
SOL1102,Solar Project Aurangabad 1102,Aurangabad,6860,0.8,0.79,5.39
SOL1103,Solar Project Kolhapur 1103,Kolhapur,4289,0.93,0.83,3.57
SOL1104,Solar Project Mumbai 1104,Mumbai,9892,0.85,0.81,8.05
SOL1105,Solar Project Solapur 1105,Solapur,6854,0.87,0.82,5.6
WIND0480,Wind Farm Kolhapur 480,Kolhapur,12565,0.75,0.8,10.05
SOL1106,Solar Project Nagpur 1106,Nagpur,9928,0.77,0.79,7.81
SOL1107,Solar Project Amravati 1107,Amravati,8416,0.85,0.81,6.85
WIND0481,Wind Farm Ahmednagar 481,Ahmednagar,13747,0.76,0.79,10.88
BIO0257,BioEnergy Pune 257,Pune,6416,0.9,0.86,5.53
WIND0482,Wind Farm Ratnagiri 482,Ratnagiri,13880,0.7,0.79,11.03
SOL1108,Solar Project Latur 1108,Latur,6411,0.94,0.81,5.17
SOL1109,Solar Project Nanded 1109,Nanded,7483,0.84,0.82,6.14
SOL1110,Solar Project Mumbai 1110,Mumbai,11893,0.83,0.77,9.16
SOL1111,Solar Project Nashik 1111,Nashik,10064,0.88,0.83,8.36
BIO0258,BioEnergy Jalgaon 258,Jalgaon,2010,0.86,0.85,1.72
WIND0483,Wind Farm Satara 483,Satara,13250,0.65,0.8,10.64
SOL1112,Solar Project Thane 1112,Thane,9245,0.74,0.81,7.49
SOL1113,Solar Project Nashik 1113,Nashik,10414,0.84,0.8,8.36
WIND0484,Wind Farm Ratnagiri 484,Ratnagiri,14058,0.84,0.79,11.1
FOR0217,Afforestation Thane 217,Thane,0,0.74,0.7,10.16
WIND0485,Wind Farm Ahmednagar 485,Ahmednagar,10149,0.71,0.81,8.18
SOL1114,Solar Project Nashik 1114,Nashik,9287,0.88,0.83,7.7
SOL1115,Solar Project Mumbai 1115,Mumbai,10583,0.82,0.77,8.2
SOL1116,Solar Project Aurangabad 1116,Aurangabad,9237,0.79,0.83,7.68
SOL1117,Solar Project Satara 1117,Satara,13559,0.86,0.84,11.36
FOR0218,Afforestation Pune 218,Pune,0,0.77,0.7,6.76
SOL1118,Solar Project Amravati 1118,Amravati,11433,0.82,0.83,9.47
SOL1119,Solar Project Kolhapur 1119,Kolhapur,5617,0.82,0.79,4.45
SOL1120,Solar Project Pune 1120,Pune,8870,0.82,0.81,7.15
SOL1121,Solar Project Solapur 1121,Solapur,8157,0.9,0.81,6.63
WIND0486,Wind Farm Mumbai 486,Mumbai,11375,0.77,0.8,9.06
SOL1122,Solar Project Pune 1122,Pune,8404,0.82,0.78,6.54
WIND0487,Wind Farm Ahmednagar 487,Ahmednagar,12508,0.74,0.81,10.18
BIO0259,BioEnergy Pune 259,Pune,5026,0.87,0.85,4.25
WIND0488,Wind Farm Satara 488,Satara,12816,0.79,0.83,10.65
SOL1123,Solar Project Latur 1123,Latur,9502,0.86,0.78,7.41
SOL1124,Solar Project Kolhapur 1124,Kolhapur,8301,0.81,0.79,6.54
BIO0260,BioEnergy Nashik 260,Nashik,5891,0.87,0.88,5.19
HYDRO0328,Hydro Station Aurangabad 328,Aurangabad,11231,0.71,0.82,9.17
SOL1125,Solar Project Nagpur 1125,Nagpur,8140,0.93,0.78,6.39
SOL1126,Solar Project Solapur 1126,Solapur,7021,0.85,0.8,5.62
SOL1127,Solar Project Nashik 1127,Nashik,10230,0.93,0.81,8.25
SOL1128,Solar Project Thane 1128,Thane,9387,0.84,0.79,7.4
BIO0261,BioEnergy Jalgaon 261,Jalgaon,6681,0.89,0.88,5.89
HYDRO0329,Hydro Station Kolhapur 329,Kolhapur,9049,0.71,0.77,6.95
HYDRO0330,Hydro Station Kolhapur 330,Kolhapur,6557,0.72,0.81,5.34
SOL1129,Solar Project Nagpur 1129,Nagpur,5861,0.81,0.84,4.9
SOL1130,Solar Project Thane 1130,Thane,11694,0.91,0.8,9.4
SOL1131,Solar Project Mumbai 1131,Mumbai,9878,0.89,0.81,8.02
FOR0219,Afforestation Nashik 219,Nashik,0,0.72,0.7,9.75
SOL1132,Solar Project Latur 1132,Latur,9646,0.85,0.81,7.8
WIND0489,Wind Farm Ratnagiri 489,Ratnagiri,15247,0.78,0.83,12.6
SOL1133,Solar Project Mumbai 1133,Mumbai,5265,0.89,0.77,4.07
SOL1134,Solar Project Kolhapur 1134,Kolhapur,9457,0.85,0.8,7.55
WIND0490,Wind Farm Solapur 490,Solapur,11080,0.74,0.82,9.09
SOL1135,Solar Project Thane 1135,Thane,8834,0.84,0.82,7.27
SOL1136,Solar Project Kolhapur 1136,Kolhapur,12687,0.8,0.8,10.12
SOL1137,Solar Project Nashik 1137,Nashik,10212,0.83,0.79,8.06
SOL1138,Solar Project Solapur 1138,Solapur,7263,0.86,0.83,5.99
HYDRO0331,Hydro Station Pune 331,Pune,9312,0.8,0.8,7.46
SOL1139,Solar Project Nashik 1139,Nashik,10223,0.83,0.82,8.39
BIO0262,BioEnergy Pune 262,Pune,4850,0.82,0.85,4.11
WIND0491,Wind Farm Solapur 491,Solapur,12845,0.79,0.78,10.0
SOL1140,Solar Project Nanded 1140,Nanded,11528,0.89,0.79,9.06
WIND0492,Wind Farm Sindhudurg 492,Sindhudurg,9924,0.83,0.82,8.1
SOL1141,Solar Project Thane 1141,Thane,6579,0.92,0.78,5.1
SOL1142,Solar Project Pune 1142,Pune,8564,0.84,0.81,6.96
BIO0263,BioEnergy Nashik 263,Nashik,5853,0.9,0.84,4.92
SOL1143,Solar Project Thane 1143,Thane,10310,0.87,0.82,8.45
FOR0220,Afforestation Nashik 220,Nashik,0,0.66,0.7,9.29
HYDRO0332,Hydro Station Nashik 332,Nashik,12232,0.72,0.83,10.12
SOL1144,Solar Project Aurangabad 1144,Aurangabad,9030,0.85,0.8,7.21
SOL1145,Solar Project Nanded 1145,Nanded,5745,0.76,0.81,4.64
HYDRO0333,Hydro Station Kolhapur 333,Kolhapur,12036,0.72,0.81,9.79
SOL1146,Solar Project Amravati 1146,Amravati,9589,0.91,0.82,7.85
WIND0493,Wind Farm Nashik 493,Nashik,12437,0.67,0.8,9.92
HYDRO0334,Hydro Station Nagpur 334,Nagpur,9813,0.73,0.79,7.73
HYDRO0335,Hydro Station Satara 335,Satara,9014,0.69,0.81,7.28
WIND0494,Wind Farm Mumbai 494,Mumbai,12120,0.73,0.77,9.32
SOL1147,Solar Project Thane 1147,Thane,9389,0.9,0.82,7.71
SOL1148,Solar Project Kolhapur 1148,Kolhapur,7835,0.81,0.81,6.38
HYDRO0336,Hydro Station Nashik 336,Nashik,8214,0.71,0.81,6.65
FOR0221,Afforestation Thane 221,Thane,0,0.64,0.7,9.39
SOL1149,Solar Project Thane 1149,Thane,8821,0.83,0.82,7.25
FOR0222,Afforestation Ratnagiri 222,Ratnagiri,0,0.72,0.7,8.73
SOL1150,Solar Project Mumbai 1150,Mumbai,10494,0.95,0.82,8.61
HYDRO0337,Hydro Station Nashik 337,Nashik,9876,0.77,0.8,7.93
SOL1151,Solar Project Mumbai 1151,Mumbai,5772,0.97,0.81,4.66
SOL1152,Solar Project Kolhapur 1152,Kolhapur,9446,0.91,0.83,7.85
SOL1153,Solar Project Mumbai 1153,Mumbai,9769,0.76,0.78,7.59
SOL1154,Solar Project Nagpur 1154,Nagpur,6006,0.87,0.8,4.83
SOL1155,Solar Project Satara 1155,Satara,7979,0.89,0.83,6.63
SOL1156,Solar Project Pune 1156,Pune,8823,0.89,0.82,7.2
HYDRO0338,Hydro Station Satara 338,Satara,10456,0.67,0.8,8.35
BIO0264,BioEnergy Nashik 264,Nashik,5135,0.9,0.85,4.34
SOL1157,Solar Project Amravati 1157,Amravati,11911,0.76,0.79,9.44
WIND0495,Wind Farm Pune 495,Pune,14193,0.68,0.8,11.39
WIND0496,Wind Farm Satara 496,Satara,12280,0.78,0.83,10.14
SOL1158,Solar Project Nagpur 1158,Nagpur,12000,0.9,0.84,10.14
SOL1159,Solar Project Nashik 1159,Nashik,9052,0.85,0.82,7.45
SOL1160,Solar Project Pune 1160,Pune,7583,0.89,0.81,6.11
SOL1161,Solar Project Nanded 1161,Nanded,7465,0.81,0.83,6.16
BIO0265,BioEnergy Sangli 265,Sangli,4227,0.89,0.85,3.58
WIND0497,Wind Farm Sindhudurg 497,Sindhudurg,13952,0.85,0.82,11.48
BIO0266,BioEnergy Nashik 266,Nashik,3457,0.85,0.87,3.02
SOL1162,Solar Project Amravati 1162,Amravati,8345,0.89,0.81,6.75
HYDRO0339,Hydro Station Nashik 339,Nashik,7458,0.73,0.8,5.99
SOL1163,Solar Project Latur 1163,Latur,9651,0.9,0.77,7.38
WIND0498,Wind Farm Kolhapur 498,Kolhapur,10812,0.82,0.77,8.32
SOL1164,Solar Project Amravati 1164,Amravati,13591,0.91,0.79,10.73
SOL1165,Solar Project Nanded 1165,Nanded,10804,0.7,0.84,9.09
WIND0499,Wind Farm Satara 499,Satara,14356,0.83,0.83,11.88
WIND0500,Wind Farm Kolhapur 500,Kolhapur,14523,0.67,0.8,11.67
SOL1166,Solar Project Thane 1166,Thane,13279,0.94,0.79,10.55
SOL1167,Solar Project Nanded 1167,Nanded,11919,0.82,0.8,9.53
SOL1168,Solar Project Latur 1168,Latur,11115,0.85,0.78,8.62
BIO0267,BioEnergy Nashik 267,Nashik,3854,0.87,0.85,3.28
FOR0223,Afforestation Thane 223,Thane,0,0.71,0.7,13.37
SOL1169,Solar Project Nagpur 1169,Nagpur,8647,0.92,0.81,7.01
SOL1170,Solar Project Amravati 1170,Amravati,11258,0.85,0.77,8.65
FOR0224,Afforestation Thane 224,Thane,0,0.67,0.7,10.84
FOR0225,Afforestation Kolhapur 225,Kolhapur,0,0.66,0.7,10.33
